time_ps,ground_population,total_excitation,l1_total,pair_4_7_l1,pair_3_7_l1,pair_3_4_l1,pair_6_7_l1,pair_4_7_logneg,pair_3_7_logneg,pair_3_4_logneg,pair_6_7_logneg
0.0,-8.278985585890191e-16,1.0000000000000009,2.7617892893838247,0.8960527082491891,0.3784906289493899,0.3697800601153494,0.16350869934254786,0.8466573341902024,0.18262113208175937,0.16999388406235708,0.03532776325799873
446.92737430167597,0.024621770162792704,0.9753782298372073,2.693755190020621,0.8739919404510109,0.36917215356533417,0.36067532544441977,0.1594779731062484,0.8132980676854774,0.17155252447505842,0.1597616893522212,0.03297376339892553
893.8547486033519,0.04863731262984734,0.9513626873701526,2.627513035698322,0.8524689924759546,0.3600799526779211,0.35179421342591416,0.15556393934632462,0.7805633678937121,0.1611628724381776,0.15015931255552586,0.030805312409125013
1340.7821229050278,0.07206154712691218,0.9279384528730878,2.562708405245248,0.8314845927917731,0.35121752125118716,0.3431334359425443,0.1517170126340007,0.7485079414546202,0.15142455988650874,0.1411518987175793,0.028788776136046225
1787.7094972067039,0.09490903691768442,0.9050909630823156,2.4997295009786393,0.8110065773184094,0.3425669100816214,0.3346841548015806,0.1479988663806428,0.7171340026040023,0.14228529485182767,0.13270167865488128,0.026933592761620086
2234.63687150838,0.11719398068400307,0.8828060193159969,2.4380755185992333,0.7910426788958204,0.3341355583280633,0.32644489264586873,0.14433936388205812,0.6865034191332157,0.13372359898741687,0.12477797191220302,0.0252028381332058
2681.5642458100556,0.13893022906464547,0.8610697709353545,2.3781321928545545,0.7715621451716477,0.32590630582472424,0.3184064628254496,0.14079737075133866,0.6566160726571825,0.12569194609681483,0.11734558546911711,0.02360610422342807
3128.4916201117317,0.16013129363563045,0.8398687063643695,2.319518670035468,0.7525673262190737,0.31788330647695456,0.31056720048706676,0.13732318308810176,0.6275203963582451,0.11816704964249311,0.11037660744491415,0.022117199226859778
3575.4189944134077,0.1808103489909409,0.819189651009059,2.26243832488066,0.7340368612733891,0.3100554787250939,0.3029199767598865,0.13394519652220466,0.5992250970621994,0.11111143913653228,0.10384047466501742,0.020736617094618704
4022.346368715084,0.20098025077911646,0.7990197492208835,2.2067244835975792,0.7159636473127691,0.30242121289709206,0.2954613579125727,0.13064780111431543,0.5717576370912719,0.10449853779298286,0.09771083237956896,0.019451617849715233
4469.27374301676,0.2206535326050694,0.7793464673949306,2.152380130214217,0.6983362226273627,0.2949754707093183,0.2881867784136586,0.12742773742508876,0.5451351817626765,0.09829993737892505,0.09196199346979009,0.01825423614748569
4916.2011173184355,0.23984242427208446,0.7601575757279155,2.0994073796266335,0.6811405686474346,0.28771199455421254,0.2810907962614639,0.12429509527279423,0.5193673722116908,0.09248781466828236,0.0865690433723643,0.01714088956588589
5363.128491620111,0.25855885087447833,0.7414411491255217,2.0476902945062996,0.6643710585789394,0.2806290901916563,0.27417049955801404,0.1212293783048584,0.4944726531782529,0.0870396012246659,0.0815102406612316,0.016100144281994536
5810.055865921788,0.2768144460742733,0.7231855539257267,1.997299638264663,0.6480115959933506,0.2737187933101464,0.2674195868619528,0.11824945190679496,0.47044988084553274,0.08192913972903171,0.07676287564170901,0.015131735725857399
6256.983240223463,0.29462055625822253,0.7053794437417775,1.9481009405834842,0.6320575070317794,0.26698008703538084,0.26083567481370434,0.11533398040113996,0.4473109448031923,0.07713700157096338,0.07230807938015053,0.014225378854039426
6703.91061452514,0.31198824815776105,0.688011751842239,1.9001497819555788,0.6164944307044725,0.2604059590740327,0.2544130488137632,0.11249689994755872,0.4250496086576402,0.07264060211298916,0.06812607167269193,0.013380180356542546
7150.8379888268155,0.3289283170980127,0.6710716829019874,1.8533563157256718,0.601315700468089,0.25399443050354026,0.24814897956510298,0.10972574820260997,0.4036670504020766,0.06842217619876338,0.06420003498159074,0.012589150877667482
7597.765363128491,0.34545129109887696,0.654548708901123,1.8077237032545024,0.586510275107674,0.24774044895463748,0.24203896135084094,0.10702417778752138,0.38315451578850673,0.06446301715002184,0.06051317711872251,0.011849526343151902
8044.692737430168,0.3615674405663735,0.6384325594336264,1.7632186636810787,0.5720691299789202,0.2416405293187829,0.23607945858613438,0.10438990295601086,0.36350271640562754,0.060746565925262105,0.05705027121609143,0.011157453316240452
8491.620111731843,0.37728678158877776,0.6227132184112223,1.7197977419274704,0.5579841278311923,0.23569119221601675,0.2302669656267257,0.10181821400561408,0.34470033224303176,0.05725731330152317,0.05379707368615685,0.01050889539677728
8938.54748603352,0.39261908474775054,0.6073809152522495,1.6774630709806124,0.5442450430017302,0.2298879092858452,0.22459731542689437,0.09931291979019752,0.3267303173698538,0.05398011298692414,0.050739883967088624,0.009901853169101806
9385.474860335195,0.4075738793648306,0.5924261206351694,1.6361524668862537,0.5308451688100496,0.22422801017238203,0.21906758647811592,0.09686606751165264,0.3095776191129019,0.05090182362605425,0.04786649631813553,0.009332177989265358
